age,annual_income,total_debt,credit_limit,current_balance,num_late_payments_12m,employment_years,credit_risk
24.0,15000.0,14550.85,4200.0,,0.0,0.4,1
68.0,79409.63,124502.98,21900.0,1746.33,0.0,27.6,0
25.0,108280.65,142620.36,17700.0,6639.95,2.0,4.2,1
59.0,21690.49,20119.08,7100.0,1966.14,0.0,35.7,0
69.0,53862.02,94973.44,17000.0,2216.19,1.0,29.4,0
32.0,98222.27,72742.72,17000.0,3994.94,,4.8,0
64.0,43664.94,71136.45,18900.0,925.05,0.0,36.9,0
46.0,110842.13,269541.85,19900.0,4283.92,0.0,,0
,49802.98,,20200.0,4925.54,1.0,2.5,0
,39533.55,42618.75,5900.0,1266.7,1.0,28.9,0
47.0,114711.11,215726.66,47600.0,1343.26,1.0,26.3,0
56.0,,63112.57,4800.0,521.3,0.0,15.1,0
44.0,35068.47,31902.66,13200.0,3335.84,1.0,7.7,0
53.0,31655.67,62264.04,8200.0,6460.46,0.0,5.0,0
46.0,27294.56,31342.33,10100.0,1700.7,2.0,4.2,0
55.0,59386.39,130200.12,16100.0,8677.38,1.0,16.0,0
50.0,39824.57,33189.5,6800.0,3781.29,2.0,19.1,0
54.0,72632.51,178310.99,27600.0,8031.39,0.0,2.9,0
44.0,19133.88,27707.01,3300.0,212.25,2.0,24.4,0
50.0,27624.85,29262.13,11800.0,4862.25,0.0,24.2,0
21.0,55879.2,59932.37,9200.0,1347.04,1.0,1.8,0
39.0,130850.19,121433.46,38400.0,7659.67,1.0,17.4,0
19.0,67989.01,40543.83,24900.0,15685.97,1.0,0.1,0
27.0,38038.94,8197.22,10200.0,1683.77,1.0,4.3,0
22.0,22165.25,19913.64,4800.0,2082.88,1.0,2.5,0
27.0,36727.91,45076.06,13900.0,2959.21,,7.5,0
50.0,52812.83,54014.03,20300.0,6242.59,0.0,25.1,0
55.0,15000.0,2879.13,6400.0,2357.15,0.0,,0
30.0,26159.77,38119.86,6900.0,253.18,2.0,11.3,1
48.0,34803.26,18047.74,10500.0,5447.53,2.0,3.7,0
64.0,46423.21,26787.29,12000.0,2298.43,1.0,40.3,0
53.0,52438.59,16909.4,11900.0,1079.69,0.0,34.0,0
62.0,37551.9,52009.57,14100.0,3151.48,1.0,7.8,0
41.0,73388.6,24295.75,18500.0,6836.73,0.0,16.6,0
69.0,58385.58,42561.94,16300.0,5143.02,2.0,2.1,0
,43389.03,51730.75,11800.0,2732.74,0.0,5.7,0
46.0,79719.16,42815.71,29000.0,9391.68,1.0,14.5,0
25.0,75899.42,91749.83,32300.0,7076.18,1.0,4.1,0
22.0,22645.6,21912.92,,2509.31,1.0,3.7,1
46.0,53145.22,115505.69,,1164.12,1.0,18.8,1
64.0,92425.33,193421.74,35500.0,9748.76,1.0,22.1,0
,102180.24,,35000.0,23791.17,1.0,2.4,1
29.0,67679.95,91225.85,11400.0,1734.05,1.0,10.5,1
62.0,47099.93,72005.19,8400.0,4252.28,0.0,1.0,0
19.0,69758.31,170996.0,11300.0,5904.96,0.0,1.0,0
44.0,87962.34,97357.51,25200.0,9484.84,0.0,2.2,0
48.0,58075.5,91679.08,,11000.21,0.0,24.4,0
68.0,62141.08,66436.06,15200.0,7544.1,0.0,14.0,0
68.0,46635.54,72479.26,12400.0,8837.99,0.0,6.6,0
53.0,24292.64,7874.93,10300.0,,,15.4,0
53.0,48794.92,96634.55,19600.0,1021.62,0.0,22.5,0
43.0,36088.58,90914.62,12600.0,2021.23,1.0,9.5,0
60.0,36157.77,6777.0,8300.0,834.43,0.0,2.3,0
44.0,128065.96,,23700.0,5153.56,,15.6,0
22.0,95887.84,,14800.0,3310.91,0.0,3.6,0
37.0,19612.07,11422.87,3600.0,1737.1,0.0,7.3,0
28.0,28256.33,51478.67,,2498.41,1.0,2.2,0
27.0,43558.61,6403.66,,1597.81,3.0,4.0,1
57.0,36887.23,43693.13,6200.0,974.09,0.0,1.9,0
55.0,65542.3,1056.15,12500.0,819.47,0.0,30.4,0
23.0,25689.79,36838.1,5200.0,1232.43,0.0,4.1,0
25.0,96289.94,119380.98,32700.0,8146.44,1.0,4.1,0
40.0,52764.65,123996.46,17700.0,3233.66,1.0,7.8,0
64.0,44165.22,85665.26,13900.0,6137.84,1.0,36.8,0
43.0,53712.89,19908.74,12100.0,2988.35,2.0,13.9,0
63.0,42171.3,38006.17,11000.0,627.64,0.0,37.2,0
60.0,16020.34,37955.51,2900.0,644.95,0.0,26.5,0
29.0,54565.42,106214.04,11900.0,7268.63,0.0,8.6,0
43.0,,75560.44,18700.0,,0.0,15.0,0
30.0,30556.29,45448.07,13600.0,2740.19,0.0,5.0,1
57.0,104658.49,107017.51,36000.0,2856.55,0.0,37.4,0
35.0,80956.14,127680.7,34400.0,9241.57,1.0,9.2,1
42.0,234055.61,472315.28,50000.0,20784.32,1.0,,0
,89401.89,34917.17,14300.0,6411.9,1.0,7.1,0
64.0,36825.25,94721.0,16500.0,5435.36,1.0,28.8,0
57.0,31461.71,20083.16,5700.0,1256.09,0.0,22.3,0
60.0,40272.2,48182.53,14300.0,3103.57,2.0,7.8,0
29.0,36316.33,5130.76,8200.0,3068.39,1.0,0.7,1
61.0,57830.41,83254.94,15500.0,3688.11,0.0,26.0,0
53.0,21519.65,21968.82,7400.0,1424.72,1.0,26.7,0
65.0,79887.28,54447.5,22400.0,4566.71,0.0,24.6,0
21.0,57223.38,144157.25,12900.0,3169.68,0.0,0.7,0
22.0,74568.88,82201.57,18700.0,2386.56,0.0,2.7,1
54.0,27269.17,32137.75,6900.0,3893.96,0.0,2.9,0
25.0,62819.03,88583.97,27500.0,15854.73,0.0,3.1,0
59.0,118125.86,43113.77,46000.0,8811.86,1.0,6.7,0
66.0,32328.21,32082.52,9300.0,312.29,0.0,8.9,0
45.0,31802.07,27183.69,6700.0,437.81,1.0,5.5,0
48.0,83048.04,115662.7,32700.0,19093.51,0.0,11.6,0
26.0,30289.89,65627.02,6000.0,759.62,2.0,0.4,0
68.0,47100.06,25260.41,10000.0,2559.9,2.0,19.9,0
46.0,131326.2,204812.86,34100.0,5282.62,0.0,14.3,0
31.0,32073.92,11649.29,13300.0,8631.37,0.0,6.3,0
57.0,136853.36,113156.93,25900.0,4771.63,0.0,14.9,0
58.0,44290.74,54135.51,8300.0,1799.62,1.0,33.6,1
39.0,27647.19,8110.68,8200.0,2976.66,1.0,,0
28.0,77825.35,109055.16,18100.0,3218.92,0.0,5.1,0
40.0,57794.5,,18500.0,2477.17,0.0,1.4,0
18.0,54606.5,138958.17,15600.0,3423.47,1.0,0.0,1
63.0,34158.58,60488.6,9600.0,6606.04,1.0,25.8,0
,,37450.92,10600.0,2325.05,0.0,20.4,0
38.0,15668.72,4871.22,3000.0,849.32,0.0,17.6,0
43.0,61775.3,13727.64,24500.0,7438.95,0.0,13.9,0
63.0,117989.34,35841.51,49100.0,9065.82,,43.2,0
53.0,18783.66,32226.05,4100.0,291.03,0.0,1.7,1
40.0,42443.75,93163.88,7800.0,2441.18,1.0,2.2,0
18.0,32055.25,12969.62,5300.0,409.32,0.0,0.0,0
68.0,21880.86,24114.16,7300.0,2116.54,1.0,9.3,1
57.0,15808.06,17139.38,5800.0,3139.95,0.0,21.1,1
32.0,26675.44,46139.13,7000.0,3157.12,0.0,9.0,1
38.0,46843.8,28510.77,16600.0,7117.45,,0.9,0
64.0,107956.35,263210.17,39300.0,5917.99,,43.5,0
26.0,21728.31,40483.23,9400.0,907.48,2.0,6.7,0
26.0,64643.04,154836.54,,489.67,0.0,,0
27.0,61807.81,44973.3,,2114.34,1.0,0.7,0
69.0,147735.35,228941.38,25200.0,11875.44,2.0,8.7,0
43.0,76314.55,,31300.0,10918.31,0.0,3.2,0
58.0,78996.57,156737.53,30600.0,16329.77,1.0,4.9,0
52.0,82419.74,8143.23,26600.0,3744.88,0.0,17.6,0
69.0,31115.48,78217.14,5400.0,561.52,0.0,12.5,0
42.0,38418.96,89421.75,8900.0,284.0,1.0,8.6,0
43.0,105886.27,36908.06,25300.0,5207.81,,24.7,0
28.0,15827.75,21910.33,5000.0,401.73,1.0,,1
55.0,35976.22,31489.53,8200.0,3198.15,0.0,35.1,1
19.0,24379.9,54100.96,4200.0,532.59,1.0,0.1,0
24.0,62351.71,115604.13,23000.0,6875.28,0.0,2.3,0
35.0,42067.67,25839.31,10100.0,2332.2,2.0,9.4,1
44.0,78872.06,7967.34,22500.0,1290.59,1.0,2.0,0
51.0,50746.75,38354.91,9600.0,1342.54,0.0,0.1,0
44.0,21425.66,5429.27,8400.0,3386.48,0.0,17.4,1
34.0,22028.22,,7000.0,1319.94,0.0,10.3,0
60.0,53980.11,87057.8,22700.0,1210.8,0.0,17.3,0
61.0,34109.08,64419.88,10200.0,884.46,0.0,21.1,0
68.0,39356.63,50519.3,17000.0,4470.38,0.0,20.8,0
41.0,95134.72,152476.95,39700.0,9706.4,0.0,0.6,0
42.0,85427.18,38727.2,27600.0,5435.15,0.0,8.0,0
24.0,159315.26,140496.89,,14321.13,0.0,1.1,0
69.0,44810.54,81158.77,11100.0,1296.99,0.0,5.0,0
23.0,36875.85,36871.49,9600.0,3232.31,2.0,4.8,0
41.0,69627.4,65587.01,11400.0,4869.96,0.0,13.8,0
50.0,38697.23,24651.04,12600.0,5883.6,2.0,23.3,1
66.0,39464.76,60614.97,14500.0,1928.42,0.0,15.1,0
46.0,47989.57,103077.31,18300.0,5953.79,0.0,11.0,0
60.0,146041.98,174981.5,28500.0,3584.8,2.0,,0
39.0,82650.78,35626.62,23400.0,11753.1,1.0,2.0,0
43.0,88017.61,191450.93,17900.0,6973.19,0.0,4.5,0
45.0,142160.59,28233.26,49600.0,2858.62,1.0,21.5,0
67.0,93108.41,114257.44,18400.0,4452.98,0.0,33.2,0
38.0,27478.43,,11600.0,4361.15,0.0,10.9,0
66.0,92265.86,223294.52,20200.0,7319.02,1.0,22.8,0
24.0,99563.7,186840.43,23600.0,3259.11,1.0,,0
34.0,80107.03,116654.38,32500.0,3221.03,0.0,1.2,0
37.0,48181.72,83860.78,13900.0,3426.77,0.0,5.3,0
58.0,75191.92,103712.9,11800.0,3570.94,0.0,14.0,0
66.0,53522.43,21372.55,16000.0,1622.65,0.0,37.6,0
37.0,,53907.07,5300.0,501.14,0.0,18.9,0
39.0,34969.09,49526.53,15600.0,6455.63,,5.1,1
45.0,82638.73,134480.91,27000.0,3434.63,0.0,23.6,0
57.0,31461.12,8575.27,7100.0,5020.03,1.0,32.4,0
66.0,33291.85,16065.68,10600.0,4244.18,0.0,10.8,0
24.0,85138.16,127429.72,14700.0,1984.93,2.0,2.4,1
18.0,58704.6,73264.54,22900.0,5838.07,2.0,0.0,0
49.0,76597.21,49886.01,32800.0,6441.28,1.0,30.3,0
30.0,25915.31,17822.15,10700.0,2223.67,1.0,2.2,0
47.0,75331.81,122172.34,19000.0,,1.0,23.2,0
40.0,36460.44,11568.17,9000.0,6193.26,0.0,7.4,1
68.0,29432.94,33293.24,4700.0,1339.49,1.0,36.5,1
36.0,40006.33,53392.53,13800.0,1073.9,1.0,7.6,0
49.0,122668.27,96409.51,38100.0,1911.21,0.0,17.9,0
47.0,43535.31,94306.9,12500.0,4999.67,0.0,24.1,0
46.0,202974.26,63481.21,50000.0,34674.3,1.0,22.5,0
66.0,15720.06,35665.42,3100.0,1640.03,0.0,41.6,1
62.0,21423.28,39862.36,3300.0,,0.0,2.6,0
46.0,119911.73,136467.37,20600.0,2689.53,0.0,19.4,0
47.0,139436.24,327717.05,30300.0,5456.41,0.0,4.1,1
33.0,32271.04,57439.27,5200.0,784.37,0.0,6.2,0
57.0,56462.74,136267.19,17000.0,4843.76,0.0,21.4,0
36.0,83059.62,105110.85,20300.0,6978.03,0.0,7.2,0
35.0,47210.64,59022.57,9600.0,5559.69,1.0,8.8,0
18.0,59273.66,,22200.0,1238.28,0.0,0.0,0
,54532.92,11179.19,,2259.42,0.0,1.8,0
68.0,22273.03,51654.63,7900.0,1067.33,0.0,33.8,0
64.0,44055.4,76310.63,,2769.28,2.0,18.2,0
67.0,54579.8,89417.5,16600.0,5148.24,1.0,6.5,0
19.0,57634.3,146024.62,24800.0,12534.43,2.0,0.2,0
45.0,19181.4,48639.81,3100.0,991.43,2.0,25.6,1
66.0,85153.97,43012.13,25600.0,8228.14,0.0,42.2,0
67.0,58553.5,123466.85,23800.0,13825.86,1.0,44.4,0
47.0,28760.79,45098.2,9400.0,3399.0,1.0,28.8,0
55.0,159442.48,192138.93,37200.0,8382.59,0.0,7.7,0
,44004.59,109633.16,11900.0,2084.56,2.0,,0
21.0,45752.95,99064.16,16200.0,1809.06,1.0,2.0,0
18.0,79620.39,152036.87,33200.0,13348.11,1.0,0.0,0
25.0,167778.63,167483.28,27200.0,6971.07,1.0,2.9,0
46.0,81521.64,138671.52,14000.0,,2.0,10.0,0
56.0,88935.43,125469.64,22000.0,7253.53,2.0,22.6,1
20.0,29703.7,21305.79,6500.0,2787.88,0.0,1.2,0
49.0,57078.1,68716.52,,,3.0,5.0,1
27.0,39365.42,,8500.0,2785.84,3.0,4.2,1
27.0,82658.91,106572.36,17300.0,3161.87,0.0,5.0,1
36.0,87393.79,,16500.0,,0.0,10.3,0
63.0,144341.56,21797.04,50000.0,8573.11,0.0,9.5,0
51.0,15000.0,29507.01,,,0.0,24.5,0
50.0,37110.42,4288.23,7800.0,2433.27,1.0,0.8,0
40.0,118201.89,166176.23,26500.0,13318.22,0.0,7.8,0
45.0,23367.05,35710.51,10000.0,2209.36,1.0,21.1,0
49.0,87850.4,181568.63,33100.0,14379.77,0.0,17.5,0
67.0,106980.33,207399.45,41400.0,3861.66,,12.8,1
24.0,53262.94,55999.99,9700.0,412.73,2.0,4.2,0
46.0,23089.22,7527.75,9300.0,3696.53,1.0,15.9,0
,50366.83,91119.73,13700.0,3796.22,2.0,5.6,0
18.0,129989.48,168686.05,29700.0,2629.04,0.0,0.0,0
20.0,136408.65,123666.62,44000.0,10086.48,0.0,1.2,0
41.0,61373.18,44630.58,24300.0,8593.2,0.0,11.2,0
40.0,30141.47,9862.25,11600.0,838.03,1.0,2.9,0
25.0,153743.1,127963.08,50000.0,14522.77,0.0,1.8,0
64.0,88659.08,120452.09,38000.0,18828.92,0.0,19.3,0
54.0,,41194.0,6900.0,3756.72,0.0,21.6,0
20.0,66536.86,104150.09,,7216.04,0.0,1.0,0
68.0,64734.47,61764.31,10000.0,3103.78,0.0,14.4,0
50.0,36972.25,93848.64,15300.0,8821.91,,0.2,1
45.0,66760.31,89951.77,13100.0,7190.75,1.0,13.4,0
64.0,105209.84,113224.53,43000.0,1774.42,0.0,13.1,0
25.0,45353.86,8242.12,11300.0,2780.61,0.0,5.1,0
51.0,111855.31,170009.95,29100.0,2502.41,1.0,0.8,1
52.0,18897.54,28749.4,3100.0,267.55,0.0,19.9,0
49.0,205039.97,316454.91,50000.0,17460.69,0.0,29.2,0
41.0,56073.06,134759.04,23400.0,10333.35,3.0,4.0,1
31.0,103136.91,201837.88,,5129.79,0.0,6.1,0
49.0,61769.62,136622.45,16800.0,2674.16,1.0,2.8,1
63.0,33053.62,7060.41,5300.0,2150.08,0.0,28.2,0
60.0,,44336.25,13800.0,2179.15,1.0,23.1,0
33.0,17228.45,14428.5,,701.22,,6.1,0
21.0,81881.81,137162.17,18500.0,2662.07,1.0,1.6,1
69.0,60855.58,84080.77,25200.0,15828.95,0.0,45.7,0
54.0,48294.15,98270.63,13600.0,4402.18,2.0,,0
38.0,85103.19,85715.86,19800.0,3925.19,1.0,0.5,0
,,31156.77,18100.0,458.62,0.0,11.2,0
48.0,77971.44,57877.85,15000.0,1163.17,1.0,17.3,0
65.0,96508.85,49989.67,22000.0,5964.81,1.0,41.9,0
35.0,38966.72,23261.41,12200.0,3983.34,0.0,10.1,1
24.0,32818.7,19958.7,7300.0,2167.77,,4.9,1
27.0,19273.07,3015.01,6800.0,2239.52,0.0,,0
24.0,58310.44,112636.99,17300.0,8248.47,,4.5,0
50.0,71058.47,88418.67,27100.0,17430.84,0.0,29.2,0
40.0,24485.36,2324.3,10600.0,936.51,0.0,12.6,0
38.0,127036.27,118093.53,23500.0,582.58,1.0,3.6,0
36.0,33077.17,75515.45,8300.0,647.91,1.0,4.8,0
65.0,15335.11,21726.34,3800.0,2126.37,1.0,9.3,0
36.0,132839.08,332095.48,,4397.41,1.0,4.4,0
53.0,16583.96,22615.76,6500.0,229.1,1.0,10.7,1
46.0,96616.74,236850.36,36500.0,4294.11,1.0,15.5,1
35.0,83505.83,44461.18,24700.0,2332.34,0.0,10.0,0
19.0,65626.34,53185.85,20400.0,5617.45,1.0,0.4,0
18.0,39590.13,70591.8,6600.0,1312.03,1.0,0.0,0
64.0,73253.29,189961.96,23200.0,9242.13,1.0,3.8,0
22.0,101629.68,220988.39,39400.0,11301.61,0.0,0.4,0
37.0,29986.83,43009.98,9700.0,,0.0,3.3,0
28.0,97326.27,22155.41,22300.0,1436.44,0.0,5.2,0
59.0,94705.25,110643.8,33200.0,24372.26,0.0,8.8,0
19.0,64591.02,18289.33,16700.0,4333.52,0.0,0.3,0
20.0,39230.71,31394.26,12300.0,864.79,0.0,0.8,0
40.0,94966.02,65578.37,28100.0,4137.23,0.0,17.9,0
29.0,73496.11,,19400.0,6473.78,0.0,0.2,0
37.0,29449.26,66681.77,10800.0,5038.83,0.0,12.3,0
22.0,,20153.95,18000.0,3815.68,1.0,2.7,0
54.0,88559.77,70166.52,13400.0,2404.14,1.0,28.8,1
55.0,58031.91,44249.46,25000.0,6366.63,1.0,,0
47.0,103942.15,93322.85,31500.0,16368.85,1.0,0.6,0
26.0,,40944.61,15900.0,1154.17,2.0,1.2,0
51.0,29734.49,20312.27,12100.0,2151.06,1.0,29.2,0
61.0,202028.0,505330.12,50000.0,29260.6,0.0,19.7,0
52.0,19760.95,22995.73,7900.0,2241.71,1.0,19.2,0
69.0,40138.7,11928.42,8200.0,477.52,1.0,33.8,0
39.0,64077.51,81213.6,12700.0,6297.6,0.0,14.3,0
61.0,97894.96,55751.56,34000.0,,0.0,40.1,0
41.0,79847.16,54579.5,32800.0,11435.96,0.0,22.9,0
34.0,216805.39,171718.03,50000.0,,1.0,11.5,0
27.0,50485.47,22998.07,17300.0,7251.67,1.0,2.6,0
47.0,32087.12,61381.07,9900.0,3534.5,2.0,25.5,0
63.0,47485.63,98440.84,11800.0,4425.65,1.0,2.2,0
,44712.75,50662.72,19900.0,6588.81,0.0,5.1,0
49.0,52001.24,90750.54,12800.0,1179.37,0.0,27.8,0
34.0,30046.67,34981.95,11200.0,5765.0,1.0,4.1,1
67.0,86719.46,,26800.0,4024.49,0.0,10.8,0
68.0,67676.76,69313.95,22500.0,2116.33,0.0,6.9,0
34.0,25378.85,36738.97,6800.0,1399.72,0.0,13.7,0
31.0,96839.96,10895.55,42600.0,970.83,1.0,6.5,0
26.0,33293.29,57805.02,10700.0,3330.17,0.0,5.4,0
57.0,26643.77,53062.07,11500.0,3597.38,0.0,9.3,0
19.0,57090.74,127063.51,8700.0,4322.66,0.0,0.8,0
62.0,18869.35,6181.86,6100.0,1333.83,1.0,33.4,0
42.0,77165.04,8061.31,28200.0,8043.25,1.0,7.5,0
56.0,15000.0,,5600.0,1377.02,1.0,15.6,0
26.0,29213.39,69111.16,12300.0,1619.7,2.0,1.7,1
39.0,139397.16,272087.24,21100.0,5296.51,0.0,20.5,0
60.0,35882.48,77037.22,5400.0,2093.46,1.0,27.1,0
63.0,39856.82,53073.38,,1557.07,0.0,42.1,0
21.0,116331.49,154473.38,18500.0,,0.0,0.9,0
43.0,33667.28,27170.26,14900.0,2045.58,0.0,19.5,1
46.0,85653.29,182557.94,18600.0,2096.51,0.0,21.4,0
62.0,109591.26,231906.42,32000.0,4567.68,1.0,30.4,0
51.0,72194.43,72597.8,12200.0,1816.33,1.0,,0
40.0,22766.87,20804.24,7000.0,2063.29,0.0,8.7,0
54.0,37707.28,70836.84,10000.0,1231.72,0.0,4.7,0
28.0,276004.34,28892.35,45100.0,10836.05,1.0,6.7,0
23.0,40363.69,90496.36,10100.0,3719.58,1.0,3.6,1
,300000.0,335854.43,50000.0,1168.44,0.0,9.8,0
38.0,151051.85,175670.34,50000.0,9005.68,0.0,,1
59.0,73971.99,132626.43,15700.0,8893.88,0.0,20.7,0
53.0,64753.34,107580.95,20300.0,3044.88,0.0,10.9,0
58.0,40990.93,32208.97,18300.0,4952.66,1.0,17.1,1
55.0,51361.93,121628.77,19900.0,507.25,0.0,23.9,0
51.0,35838.05,100883.34,16100.0,,1.0,24.6,0
34.0,52147.12,73940.98,23000.0,5368.95,0.0,3.7,1
54.0,23925.09,35623.16,7100.0,2045.44,1.0,14.6,0
42.0,23168.23,33197.99,8300.0,1091.57,1.0,6.5,0
55.0,118256.28,148031.6,21700.0,4413.07,0.0,7.3,0
29.0,20591.1,51180.11,5800.0,2524.01,0.0,8.6,0
40.0,92197.0,61341.7,,4928.1,0.0,20.0,0
59.0,17385.13,6120.46,5200.0,1428.29,1.0,15.2,0
39.0,79045.79,193052.82,,9360.82,1.0,15.8,1
38.0,47831.96,,17900.0,3786.88,0.0,17.9,0
44.0,119705.49,231502.28,27100.0,7307.26,0.0,,0
48.0,44391.5,28603.94,18300.0,,1.0,5.5,0
23.0,16224.47,39437.95,4700.0,491.68,1.0,4.8,1
44.0,48396.28,,,,1.0,9.8,0
57.0,59622.98,,24400.0,8003.46,0.0,13.2,0
51.0,50051.78,125411.86,13800.0,6415.65,,2.1,0
29.0,76501.43,28497.54,28700.0,,0.0,5.3,0
62.0,38613.88,42241.28,12100.0,404.22,1.0,4.8,0
24.0,25386.13,43363.52,6700.0,2231.62,0.0,1.5,0
27.0,29738.88,,11700.0,5958.5,1.0,2.9,1
,39756.94,27135.58,12900.0,3135.14,1.0,35.6,0
34.0,,93925.78,10600.0,3487.91,2.0,14.0,0
43.0,229503.47,136316.56,42000.0,9529.47,0.0,7.6,0
38.0,115043.23,263144.26,48200.0,14024.93,1.0,17.2,0
45.0,81799.43,109412.02,13100.0,4563.03,1.0,23.1,0
63.0,70799.52,103450.6,29000.0,12221.49,1.0,34.4,0
19.0,64852.02,66270.87,16700.0,5633.32,0.0,0.1,0
60.0,65055.78,22290.5,22200.0,5456.47,1.0,29.0,0
18.0,59752.82,61212.42,25500.0,9363.39,1.0,0.0,1
,55496.29,60632.06,10900.0,1426.3,0.0,34.1,0
53.0,15442.54,20001.99,4900.0,1508.74,1.0,11.6,0
68.0,43413.41,83696.59,16500.0,3479.97,1.0,25.0,0
,,49161.77,17700.0,7879.63,0.0,16.1,0
46.0,34565.67,36223.32,10600.0,1087.93,0.0,14.3,0
38.0,38806.45,90135.63,13100.0,2229.45,1.0,2.4,0
28.0,64890.04,137777.38,24500.0,15692.08,1.0,3.1,0
57.0,85866.93,14155.42,34500.0,9249.03,1.0,31.3,0
28.0,64831.18,144516.59,24500.0,12894.91,1.0,8.6,0
53.0,84581.14,214847.3,21700.0,5520.84,0.0,4.8,0
66.0,85482.32,222360.92,38400.0,21527.1,1.0,45.7,1
56.0,45259.9,100377.9,12700.0,5789.7,2.0,12.5,0
57.0,74249.36,121884.95,11700.0,5095.58,0.0,25.8,0
52.0,18999.66,15015.47,,1801.58,0.0,25.6,0
51.0,43019.33,72995.54,8100.0,2612.62,1.0,26.8,0
64.0,40090.27,71720.76,7500.0,2004.54,0.0,43.5,0
41.0,135780.66,105928.35,31800.0,10352.97,1.0,7.2,0
39.0,66320.37,,11000.0,5871.97,0.0,18.0,0
,24326.65,27749.21,8700.0,3609.64,1.0,0.5,1
50.0,77400.64,128258.58,13300.0,4195.62,1.0,22.6,1
53.0,93514.33,77050.02,19700.0,8536.22,0.0,26.0,0
64.0,51338.78,73589.93,9100.0,2271.83,2.0,31.2,0
37.0,,186711.19,13800.0,2426.69,1.0,4.8,1
36.0,15000.0,11542.24,3500.0,475.98,1.0,15.7,0
52.0,,38180.81,4800.0,1956.79,1.0,5.7,0
69.0,26710.14,35368.74,11700.0,3760.76,0.0,2.7,0
60.0,59244.24,,24400.0,6881.07,0.0,30.1,0
34.0,135848.87,22653.6,50000.0,3961.0,0.0,7.6,1
62.0,27560.62,24734.05,5600.0,1398.85,0.0,37.4,0
60.0,32460.96,23405.84,,2406.93,0.0,16.1,0
51.0,57134.52,121979.8,,1466.91,1.0,5.6,0
26.0,40320.23,80879.49,15500.0,6525.11,1.0,6.7,0
43.0,38967.59,86701.02,6700.0,529.43,2.0,13.7,0
19.0,42071.05,63045.68,13300.0,1069.4,2.0,0.2,1
26.0,119237.56,137326.41,26800.0,7519.26,1.0,5.8,0
26.0,105839.66,73542.73,23600.0,1950.69,0.0,4.1,0
57.0,54944.65,84170.83,24600.0,4074.05,1.0,23.6,0
34.0,146193.76,232582.09,50000.0,6703.67,0.0,7.4,1
18.0,73527.67,80574.28,29500.0,8342.98,3.0,0.0,1
42.0,108264.92,255035.59,34800.0,1534.52,1.0,19.9,0
60.0,32327.45,54274.6,13300.0,2554.35,1.0,29.8,0
57.0,36599.64,82399.66,12600.0,5770.88,,4.1,1
59.0,36365.31,64816.93,15800.0,8415.18,2.0,34.4,0
42.0,51429.47,41999.44,12100.0,1301.14,1.0,16.1,0
56.0,56159.32,104961.14,,1541.06,1.0,26.5,0
52.0,65808.64,44431.32,23500.0,6549.48,1.0,12.3,0
20.0,176992.55,272228.57,47400.0,,1.0,1.8,1
67.0,83513.78,85121.87,34600.0,1114.03,0.0,,0
54.0,39780.22,18382.08,17700.0,3475.95,1.0,4.1,0
61.0,54070.03,62407.97,16100.0,6548.14,0.0,17.5,0
61.0,133648.07,,35700.0,2785.37,1.0,38.1,0
68.0,86606.31,31079.87,25300.0,6782.02,0.0,2.4,0
47.0,132596.94,293644.16,50000.0,20551.4,2.0,27.9,0
55.0,,55130.73,13900.0,4581.93,0.0,25.1,0
51.0,35348.21,32916.87,5800.0,2309.18,0.0,20.8,0
29.0,35659.58,49922.53,,4905.5,0.0,3.0,1
36.0,42565.87,81386.38,6600.0,1087.66,0.0,4.5,0
,28624.84,5946.58,11000.0,4637.32,0.0,33.9,0
,64674.08,92864.05,16100.0,4462.38,1.0,12.8,0
66.0,65344.75,79998.95,19100.0,1723.98,0.0,37.2,0
34.0,120966.24,288448.59,47100.0,18370.23,,6.3,0
27.0,18841.98,27826.69,3100.0,1637.67,1.0,1.3,1
66.0,30746.25,,6100.0,1109.25,1.0,0.5,1
64.0,87846.68,93134.2,23700.0,7772.87,0.0,25.0,0
29.0,60480.96,100771.97,13200.0,6864.79,0.0,10.7,0
33.0,55652.46,11491.79,14000.0,5100.97,0.0,5.5,0
41.0,115648.69,269017.46,50000.0,13246.19,2.0,8.2,0
36.0,29555.57,6596.14,11800.0,1587.78,1.0,6.2,0
25.0,34988.07,8402.23,14500.0,5726.42,1.0,,0
48.0,32600.83,1843.86,14100.0,1679.59,,13.2,0
38.0,16191.72,28007.1,4100.0,329.6,0.0,17.6,1
34.0,58670.39,,14000.0,5833.65,0.0,8.1,0
40.0,39588.28,11935.17,8700.0,1759.23,0.0,11.2,0
,34900.61,76248.67,13900.0,1543.17,2.0,5.0,0
33.0,31317.89,18578.88,11100.0,2706.95,0.0,14.7,0
23.0,53602.55,44161.81,11800.0,432.29,0.0,1.2,0
25.0,33552.82,16742.51,8800.0,1834.87,0.0,0.5,0
42.0,61879.27,146944.04,18700.0,3576.53,1.0,15.9,0
35.0,71361.09,142106.51,22000.0,6865.33,0.0,10.1,0
42.0,45399.37,91911.26,18900.0,9743.69,1.0,10.0,0
29.0,43587.23,7604.27,11500.0,2810.11,0.0,4.6,0
32.0,,87033.63,25600.0,7904.13,0.0,11.0,0
43.0,53246.65,81547.36,15000.0,,0.0,4.9,0
58.0,120342.32,124923.66,45000.0,9840.05,0.0,32.8,0
